hmm	tlen	query	qlen	full_E	full_score	c_E	i_E	dom_score	hmm_from	hmm_to	ali_from	ali_to	env_from	env_to	acc	dom_index	dom_of	qcov	hcov	hmm_file
sp|P21764|LIG3_PHACH	372	Peroxidase_ext.aln	387	1.8e-91	311.8	2.4e-95	2.2e-91	311.5	10	359	11	359	1	367	0.92	1	1	0.9018087855297158	0.9408602150537635	Peroxidase_ext
sp|P49012|LIG2_PHACH	371	Peroxidase_ext.aln	387	4.2e-91	310.6	5.6e-95	5.1e-91	310.3	9	361	14	361	1	369	0.91	1	1	0.8992248062015504	0.9514824797843666	Peroxidase_ext
sp|P20010|LIG_PHLRA	361	Peroxidase_ext.aln	387	1.6e-89	305.3	2.2e-93	2e-89	305.1	3	361	1	353	1	359	0.96	1	1	0.9121447028423773	0.9944598337950139	Peroxidase_ext
sp|P20013|LIGC_TRAVE	372	Peroxidase_ext.aln	387	6.1e-88	300.2	8e-92	7.3e-88	299.9	3	365	1	363	1	367	0.93	1	1	0.937984496124031	0.9758064516129032	Peroxidase_ext
sp|P28314|PER_COPCI	363	Peroxidase_ext.aln	387	1.2e-80	276.1	1.5e-84	1.3e-80	276.0	23	365	25	361	1	363	0.91	1	1	0.8708010335917312	0.9449035812672176	Peroxidase_ext
sp|P28313|PER_ARTRA	364	Peroxidase_ext.aln	387	5.2e-80	274.1	6.1e-84	5.6e-80	274.0	26	365	29	362	1	364	0.93	1	1	0.8630490956072352	0.9340659340659341	Peroxidase_ext
sp|A8NK72|PER_COPC7	363	Peroxidase_ext.aln	387	5.5e-80	274.0	6.5e-84	5.9e-80	273.9	23	365	25	361	1	363	0.91	1	1	0.8708010335917312	0.9449035812672176	Peroxidase_ext
sp|C0IW58|LNP_TAICA	330	Peroxidase_ext.aln	387	1.6e-67	232.9	2.3e-71	2.1e-67	232.6	42	356	17	325	7	329	0.9	1	1	0.7984496124031008	0.9545454545454546	Peroxidase_ext
sp|Q7XZP5|APX5_ARATH	279	Peroxidase_ext.aln	387	1.2e-10	45.8	2.2e-14	2e-10	45.0	50	241	20	197	14	211	0.8	1	1	0.4599483204134367	0.6881720430107527	Peroxidase_ext
sp|P48534|APX1_PEA	250	Peroxidase_ext.aln	387	2.7e-09	41.2	1.4e-12	1.3e-08	39.0	98	232	63	195	30	202	0.84	1	2	0.34366925064599485	0.54	Peroxidase_ext
sp|P48534|APX1_PEA	250	Peroxidase_ext.aln	387	2.7e-09	41.2	0.67	6100.0	0.6	257	307	197	247	195	249	0.91	2	2	0.13178294573643412	0.204	Peroxidase_ext
sp|Q0JEQ2|APX3_ORYSJ	291	Peroxidase_ext.aln	387	6.4e-09	40.0	9.2e-13	8.3e-09	39.6	49	234	21	195	8	214	0.83	1	1	0.45219638242894056	0.6391752577319587	Peroxidase_ext
sp|Q01MI9|APX3_ORYSI	291	Peroxidase_ext.aln	387	2.1e-08	38.3	3e-12	2.8e-08	37.9	49	234	21	195	8	214	0.83	1	1	0.45219638242894056	0.6391752577319587	Peroxidase_ext
sp|Q6ZJJ1|APX4_ORYSJ	291	Peroxidase_ext.aln	387	2.5e-08	38.1	3.6e-12	3.3e-08	37.7	66	235	34	194	20	207	0.84	1	1	0.4160206718346253	0.584192439862543	Peroxidase_ext
sp|Q59X94|CCPR2_CANAL	291	Peroxidase_ext.aln	387	3.1e-08	37.8	4.1e-12	3.7e-08	37.5	63	311	52	290	32	291	0.78	1	1	0.6175710594315246	0.8556701030927835	Peroxidase_ext
sp|A2XFC7|APX1_ORYSI	250	Peroxidase_ext.aln	387	1.4e-07	35.6	2.9e-11	2.6e-07	34.7	66	232	36	195	15	215	0.84	1	2	0.4134366925064599	0.668	Peroxidase_ext
sp|A2XFC7|APX1_ORYSI	250	Peroxidase_ext.aln	387	1.4e-07	35.6	2.5	23000.0	-1.3	256	306	196	246	195	248	0.88	2	2	0.13178294573643412	0.204	Peroxidase_ext
sp|Q10N21|APX1_ORYSJ	250	Peroxidase_ext.aln	387	1.7e-07	35.4	2.8e-11	2.6e-07	34.7	66	232	36	195	15	216	0.84	1	1	0.4134366925064599	0.668	Peroxidase_ext
sp|Q9FE01|APX2_ORYSJ	251	Peroxidase_ext.aln	387	2.9e-07	34.6	6.8e-11	6.2e-07	33.5	83	232	51	196	29	217	0.83	1	2	0.3772609819121447	0.5976095617529881	Peroxidase_ext
sp|Q9FE01|APX2_ORYSJ	251	Peroxidase_ext.aln	387	2.9e-07	34.6	2.0	19000.0	-1.0	256	307	197	248	194	250	0.88	2	2	0.1343669250645995	0.20717131474103587	Peroxidase_ext
sp|Q42564|APX3_ARATH	287	Peroxidase_ext.aln	387	5.2e-07	33.7	7.7e-11	7e-07	33.3	65	235	33	194	18	206	0.85	1	1	0.4186046511627907	0.5958188153310104	Peroxidase_ext
sp|Q4WLG9|CCPR2_ASPFU	322	Peroxidase_ext.aln	387	5.7e-07	33.6	7.9e-11	7.2e-07	33.3	86	311	49	273	22	304	0.8	1	1	0.5813953488372093	0.7018633540372671	Peroxidase_ext
sp|Q5B1Z0|CCPR2_EMENI	312	Peroxidase_ext.aln	387	1.2e-06	32.5	1.7e-10	1.6e-06	32.1	74	311	36	273	18	293	0.81	1	1	0.6149870801033591	0.7628205128205128	Peroxidase_ext
sp|Q05431|APX1_ARATH	250	Peroxidase_ext.aln	387	1.7e-06	32.1	3e-10	2.7e-06	31.4	68	232	38	195	27	218	0.85	1	1	0.4082687338501292	0.66	Peroxidase_ext
sp|A4R606|CCPR2_PYRO7	300	Peroxidase_ext.aln	387	2e-06	31.8	3.2e-10	2.9e-06	31.3	65	311	32	272	11	293	0.79	1	1	0.6227390180878553	0.8233333333333334	Peroxidase_ext
sp|Q6C0Z6|CCPR_YARLI	340	Peroxidase_ext.aln	387	2.6e-06	31.4	1.2e-09	1.1e-05	29.3	67	234	96	257	76	326	0.69	1	1	0.4186046511627907	0.49411764705882355	Peroxidase_ext
sp|Q4PD66|CCPR2_MYCMD	330	Peroxidase_ext.aln	387	2.8e-06	31.3	3.9e-10	3.5e-06	31.0	74	311	36	272	7	296	0.81	1	1	0.6124031007751938	0.7212121212121212	Peroxidase_ext
sp|Q4HWQ2|CCPR2_GIBZE	331	Peroxidase_ext.aln	387	3.8e-06	30.9	5.9e-10	5.4e-06	30.4	84	336	59	311	28	316	0.76	1	1	0.6537467700258398	0.7643504531722054	Peroxidase_ext
sp|Q4WPF8|CCPR_ASPFU	366	Peroxidase_ext.aln	387	4.3e-06	30.7	6.1e-10	5.6e-06	30.3	69	228	124	278	98	350	0.8	1	1	0.4005167958656331	0.4371584699453552	Peroxidase_ext
sp|Q6C7U1|CCPR3_YARLI	297	Peroxidase_ext.aln	387	5.5e-06	30.3	8.1e-10	7.4e-06	29.9	54	306	58	296	41	297	0.78	1	1	0.6175710594315246	0.8518518518518519	Peroxidase_ext
sp|Q5AEN1|CCPR_CANAL	366	Peroxidase_ext.aln	387	9.4e-06	29.6	4e-09	3.7e-05	27.6	67	303	118	342	93	349	0.74	1	1	0.5813953488372093	0.6475409836065574	Peroxidase_ext
sp|P0C0V3|CCPR_EMENI	361	Peroxidase_ext.aln	387	2.4e-05	28.3	3.2e-09	2.9e-05	28.0	71	228	117	273	73	314	0.79	1	1	0.40568475452196384	0.4376731301939058	Peroxidase_ext
sp|Q1PER6|APX2_ARATH	251	Peroxidase_ext.aln	387	3.5e-05	27.7	4.7e-09	4.3e-05	27.4	100	233	66	196	32	217	0.85	1	1	0.3385012919896641	0.5338645418326693	Peroxidase_ext
sp|Q6CAB5|CCPR2_YARLI	285	Peroxidase_ext.aln	387	0.00013	25.8	3.1e-08	0.00028	24.7	69	306	30	260	9	267	0.63	1	1	0.5968992248062015	0.8350877192982457	Peroxidase_ext
sp|P0C0L1|APX6_ORYSJ	309	Peroxidase_ext.aln	387	0.00033	24.5	1.1e-07	0.001	22.9	66	160	63	156	24	203	0.83	1	2	0.24289405684754523	0.3074433656957929	Peroxidase_ext
sp|P0C0L1|APX6_ORYSJ	309	Peroxidase_ext.aln	387	0.00033	24.5	2.2	20000.0	-1.1	264	308	255	299	247	302	0.86	2	2	0.11627906976744186	0.14563106796116504	Peroxidase_ext
sp|P0CP56|CCPR2_CRYNJ	334	Peroxidase_ext.aln	387	0.00037	24.4	1.3e-07	0.0012	22.7	70	311	38	274	24	280	0.77	1	1	0.6124031007751938	0.7245508982035929	Peroxidase_ext
sp|Q6CW24|CCPR_KLULA	346	Peroxidase_ext.aln	387	0.00044	24.1	7.7e-08	0.0007	23.4	87	300	117	320	90	329	0.77	1	1	0.5271317829457365	0.6184971098265896	Peroxidase_ext
sp|P0CP57|CCPR2_CRYNB	315	Peroxidase_ext.aln	387	0.00048	24.0	8.4e-06	0.077	16.7	70	236	38	204	24	207	0.72	1	2	0.4315245478036176	0.5301587301587302	Peroxidase_ext
sp|P0CP57|CCPR2_CRYNB	315	Peroxidase_ext.aln	387	0.00048	24.0	0.019	170.0	5.7	262	311	206	255	202	261	0.93	2	2	0.12919896640826872	0.15873015873015872	Peroxidase_ext
sp|P0C0L0|APX5_ORYSJ	320	Peroxidase_ext.aln	387	0.00048	24.0	1.1e-07	0.00098	22.9	66	156	74	163	37	215	0.79	1	2	0.23255813953488372	0.284375	Peroxidase_ext
sp|P0C0L0|APX5_ORYSJ	320	Peroxidase_ext.aln	387	0.00048	24.0	5.4	49000.0	-2.4	265	308	267	310	260	313	0.83	2	2	0.11369509043927649	0.1375	Peroxidase_ext
sp|Q8GY91|APX6_ARATH	329	Peroxidase_ext.aln	387	0.0012	22.6	8.4e-07	0.0076	20.0	62	206	113	251	91	263	0.75	1	2	0.35917312661498707	0.44072948328267475	Peroxidase_ext
sp|Q8GY91|APX6_ARATH	329	Peroxidase_ext.aln	387	0.0012	22.6	0.66	6000.0	0.6	255	306	271	323	248	328	0.76	2	2	0.13695090439276486	0.1580547112462006	Peroxidase_ext
sp|A4QVH4|CCPR_PYRO7	362	Peroxidase_ext.aln	387	0.0018	22.1	3.8e-07	0.0034	21.2	74	305	119	342	103	348	0.7	1	1	0.5788113695090439	0.6408839779005525	Peroxidase_ext
sp|Q6BIB1|CCPR2_DEBHA	428	Peroxidase_ext.aln	387	0.0051	20.6	8.6e-07	0.0078	20.0	70	311	182	417	141	423	0.81	1	1	0.6098191214470284	0.5654205607476636	Peroxidase_ext
sp|Q6URB0|CCPR_CRYNH	377	Peroxidase_ext.aln	387	0.009	19.8	2.3e-06	0.021	18.6	65	306	131	360	118	365	0.72	1	1	0.5943152454780362	0.6419098143236074	Peroxidase_ext
sp|Q9LHA7|PER31_ARATH	316	Peroxidase_ext.aln	387	0.01	19.6	0.00034	3.1	11.4	39	202	29	192	16	200	0.66	1	2	0.42377260981912146	0.5189873417721519	Peroxidase_ext
sp|Q9LHA7|PER31_ARATH	316	Peroxidase_ext.aln	387	0.01	19.6	0.023	210.0	5.4	264	307	257	300	246	307	0.92	2	2	0.11369509043927649	0.13924050632911392	Peroxidase_ext
sp|Q4PBY6|CCPR_MYCMD	398	Peroxidase_ext.aln	387	0.02	18.7	7.5e-06	0.068	16.9	69	307	142	368	111	377	0.73	1	1	0.58656330749354	0.6005025125628141	Peroxidase_ext
sp|Q7SDV9|CCPR_NEUCR	358	Peroxidase_ext.aln	387	0.032	17.9	1.1e-05	0.1	16.3	74	230	117	267	103	346	0.64	1	1	0.39018087855297157	0.43854748603351956	Peroxidase_ext
sp|B1KKZ2|LEUC_SHEWM	466	Peroxidase_ext.aln	387	0.72	13.5	3.3	30000.0	-1.7	27	92	58	122	41	129	0.67	1	2	0.16795865633074936	0.14163090128755365	Peroxidase_ext
sp|B1KKZ2|LEUC_SHEWM	466	Peroxidase_ext.aln	387	0.72	13.5	0.00025	2.3	11.8	133	189	273	327	264	343	0.79	2	2	0.1421188630490956	0.1223175965665236	Peroxidase_ext
sp|A8FQ85|LEUC_SHESH	466	Peroxidase_ext.aln	387	0.86	13.3	3.4	31000.0	-1.8	27	92	59	122	41	129	0.67	1	2	0.165374677002584	0.14163090128755365	Peroxidase_ext
sp|A8FQ85|LEUC_SHESH	466	Peroxidase_ext.aln	387	0.86	13.3	0.00028	2.6	11.7	133	191	273	329	259	344	0.79	2	2	0.14728682170542637	0.12660944206008584	Peroxidase_ext
sp|Q1E1R7|SPB4_COCIM	653	Peroxidase_ext.aln	387	1.7	12.3	0.00031	2.8	11.6	108	177	238	307	229	318	0.87	1	1	0.18087855297157623	0.10719754977029096	Peroxidase_ext
sp|Q81G06|HISX_BACCR	429	Peroxidase_ext.aln	387	2.0	12.0	0.00033	3.0	11.5	22	161	232	369	217	407	0.82	1	1	0.35658914728682173	0.32634032634032634	Peroxidase_ext
sp|P00431|CCPR_YEAST	361	Peroxidase_ext.aln	387	3.3	11.3	0.00078	7.1	10.2	101	302	144	336	111	343	0.74	1	1	0.49870801033591733	0.5595567867036011	Peroxidase_ext
sp|Q68W78|RL3_RICTY	215	Peroxidase_ext.aln	387	4.0	11.0	0.00058	5.3	10.7	296	384	74	162	59	165	0.89	1	1	0.22997416020671835	0.413953488372093	Peroxidase_ext
